2020-07-16 17:43:32.511 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper.buildDefaultMergedContextConfiguration(308) - Neither @ContextConfiguration nor @ContextHierarchy found for test class [CSCI5308.GroupFormationTool.CoursesTest.CourseTest], using SpringBootContextLoader
2020-07-16 17:43:43.241 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password has forbidden characters "\&"'".
2020-07-16 17:43:43.242 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.242 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:43.243 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password does not have forbidden characters (\&"').
2020-07-16 17:43:43.243 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.243 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:43.244 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password has forbidden characters "\&"'".
2020-07-16 17:43:43.244 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.244 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:43.245 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password does not have forbidden characters (\&"').
2020-07-16 17:43:43.245 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.245 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:43.246 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password has forbidden characters "\&"'".
2020-07-16 17:43:43.246 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.246 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:43.246 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password does not have forbidden characters (\&"').
2020-07-16 17:43:43.247 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.247 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:43.247 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password does not have forbidden characters (\&"').
2020-07-16 17:43:43.248 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.248 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:43.248 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password has forbidden characters "\&"'".
2020-07-16 17:43:43.249 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.249 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:43.249 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password does not have forbidden characters (\&"').
2020-07-16 17:43:43.250 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.250 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:43.250 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password has forbidden characters "\&"'".
2020-07-16 17:43:43.251 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.251 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:43.251 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password does not have forbidden characters (\&"').
2020-07-16 17:43:43.251 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.251 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:43.251 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password has forbidden characters "\&"'".
2020-07-16 17:43:43.252 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.252 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:43.252 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password does not have forbidden characters (\&"').
2020-07-16 17:43:43.252 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.252 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:43.253 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password has forbidden characters "\&"'".
2020-07-16 17:43:43.253 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.253 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:43.253 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password does not have forbidden characters (\&"').
2020-07-16 17:43:43.253 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.253 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:43.254 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password does not have forbidden characters (\&"').
2020-07-16 17:43:43.254 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.254 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:43.254 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password has forbidden characters "\&"'".
2020-07-16 17:43:43.254 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.255 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:43.255 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password does not have forbidden characters (\&"').
2020-07-16 17:43:43.255 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.255 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:43.255 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password has forbidden characters "\&"'".
2020-07-16 17:43:43.255 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.256 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:43.256 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password does not have forbidden characters (\&"').
2020-07-16 17:43:43.256 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.256 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:43.256 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password has forbidden characters "\&"'".
2020-07-16 17:43:43.257 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.257 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:43.257 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password does not have forbidden characters (\&"').
2020-07-16 17:43:43.257 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.258 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:43.258 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password does not have forbidden characters (\&"').
2020-07-16 17:43:43.258 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.258 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:43.259 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password has forbidden characters "\&"'".
2020-07-16 17:43:43.259 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.259 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:43.259 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password does not have forbidden characters (\&"').
2020-07-16 17:43:43.259 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.260 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:43.260 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password has forbidden characters "\&"'".
2020-07-16 17:43:43.260 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.260 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:43.260 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password does not have forbidden characters (\&"').
2020-07-16 17:43:43.260 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.261 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:43.261 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password has forbidden characters "\&"'".
2020-07-16 17:43:43.261 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.261 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:43.261 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password does not have forbidden characters (\&"').
2020-07-16 17:43:43.261 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.262 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:43.262 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password has forbidden characters "\&"'".
2020-07-16 17:43:43.262 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.262 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:43.262 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password does not have forbidden characters (\&"').
2020-07-16 17:43:43.263 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.263 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:43.263 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password has forbidden characters "\&"'".
